No,Title,Artist,From,Got,Sorted,location,filename
161,We Are Young,fun. feat. Janelle Monáe,RockBandBlitz,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/fun. feat. Janelle Monáe - We Are Young,fun. feat. Janelle Monáe - We Are Young
162,"Once Bitten, Twice Shy",Great White,RockBandBlitz,Yes,Yes,"/media/gary/exData/xbox/RockBand/ToSort/Great White - Once Bitten, Twice Shy","Great White - Once Bitten, Twice Shy"
163,The Wicker Man,Iron Maiden,RockBandBlitz,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Iron Maiden - The Wicker Man,Iron Maiden - The Wicker Man
164,Stronger (What Doesn't Kill You),Kelly Clarkson,RockBandBlitz,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Kelly Clarkson - Stronger (What Doesn't Kill You),Kelly Clarkson - Stronger (What Doesn't Kill You)
165,Jungle Boogie,Kool & the Gang,RockBandBlitz,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Kool & the Gang - Jungle Boogie,Kool & the Gang - Jungle Boogie
166,Cult of Personality,Living Colour,RockBandBlitz,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Living Colour - Cult of Personality,Living Colour - Cult of Personality
167,Moves Like Jagger,Maroon 5 feat. Christina Aguilera,RockBandBlitz,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Maroon 5 feat. Christina Aguilera - Moves Like Jagger,Maroon 5 feat. Christina Aguilera - Moves Like Jagger
168,Sing,My Chemical Romance,RockBandBlitz,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/My Chemical Romance - Sing,My Chemical Romance - Sing
169,Raise Your Glass,P!nk,RockBandBlitz,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/P!nk - Raise Your Glass,P!nk - Raise Your Glass
170,Death on Two Legs (Dedicated To...),Queen,RockBandBlitz,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Queen - Death on Two Legs (Dedicated To...),Queen - Death on Two Legs (Dedicated To...)
171,Bang Your Head (Metal Health),Quiet Riot,RockBandBlitz,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Quiet Riot - Bang Your Head (Metal Health),Quiet Riot - Bang Your Head (Metal Health)
172,Jessie's Girl,Rick Springfield,RockBandBlitz,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Rick Springfield - Jessie's Girl,Rick Springfield - Jessie's Girl
173,Diamond Eyes (Boom-Lay Boom-Lay Boom),Shinedown,RockBandBlitz,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Shinedown - Diamond Eyes (Boom-Lay Boom-Lay Boom),Shinedown - Diamond Eyes (Boom-Lay Boom-Lay Boom)
174,Shout,Tears for Fears,RockBandBlitz,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Tears for Fears - Shout,Tears for Fears - Shout
175,A Hard Day's Night,The Beatles,RockBandBeatles,No,No,,
176,And Your Bird Can Sing,The Beatles,RockBandBeatles,No,No,,
177,Back in the U.S.S.R.,The Beatles,RockBandBeatles,No,No,,
178,Birthday,The Beatles,RockBandBeatles,No,No,,
179,Boys,The Beatles,RockBandBeatles,No,No,,
180,Can't Buy Me Love,The Beatles,RockBandBeatles,No,No,,
181,Come Together,The Beatles,RockBandBeatles,No,No,,
182,Day Tripper,The Beatles,RockBandBeatles,No,No,,
183,Dear Prudence,The Beatles,RockBandBeatles,No,No,,
184,Dig a Pony,The Beatles,RockBandBeatles,No,No,,
185,Do You Want to Know a Secret,The Beatles,RockBandBeatles,No,No,,
186,Don't Let Me Down,The Beatles,RockBandBeatles,No,No,,
187,Drive My Car,The Beatles,RockBandBeatles,No,No,,
188,Eight Days a Week,The Beatles,RockBandBeatles,No,No,,
189,Get Back,The Beatles,RockBandBeatles,No,No,,
190,Getting Better,The Beatles,RockBandBeatles,No,No,,
191,Good Morning Good Morning,The Beatles,RockBandBeatles,No,No,,
192,"Hello, Goodbye",The Beatles,RockBandBeatles,No,No,,
193,Helter Skelter,The Beatles,RockBandBeatles,No,No,,
194,Here Comes the Sun,The Beatles,RockBandBeatles,No,No,,
195,Hey Bulldog,The Beatles,RockBandBeatles,No,No,,
196,I Am the Walrus,The Beatles,RockBandBeatles,No,No,,
197,I Feel Fine,The Beatles,RockBandBeatles,No,No,,
198,I Me Mine,The Beatles,RockBandBeatles,No,No,,
199,I Saw Her Standing There,The Beatles,RockBandBeatles,No,No,,
200,I Wanna Be Your Man,The Beatles,RockBandBeatles,No,No,,
201,I Want to Hold Your Hand,The Beatles,RockBandBeatles,No,No,,
202,I Want You (She's So Heavy),The Beatles,RockBandBeatles,No,No,,
203,If I Needed Someone,The Beatles,RockBandBeatles,No,No,,
204,I'm Looking Through You,The Beatles,RockBandBeatles,No,No,,
205,I've Got a Feeling,The Beatles,RockBandBeatles,No,No,,
206,Lucy in the Sky with Diamonds,The Beatles,RockBandBeatles,No,No,,
207,Octopus's Garden,The Beatles,RockBandBeatles,No,No,,
208,Paperback Writer,The Beatles,RockBandBeatles,No,No,,
209,Revolution,The Beatles,RockBandBeatles,No,No,,
210,Sgt. Pepper's Lonely Hearts Club Band - With a Little Help from My Friends,The Beatles,RockBandBeatles,No,No,,
211,Something,The Beatles,RockBandBeatles,No,No,,
212,Taxman,The Beatles,RockBandBeatles,No,No,,
213,The End,The Beatles,RockBandBeatles,No,No,,
214,Ticket to Ride,The Beatles,RockBandBeatles,No,No,,
215,Twist and Shout,The Beatles,RockBandBeatles,No,No,,
216,While My Guitar Gently Weeps,The Beatles,RockBandBeatles,No,No,,
217,Within You Without You - Tomorrow Never Knows,The Beatles,RockBandBeatles,No,No,,
218,Yellow Submarine,The Beatles,RockBandBeatles,No,No,,
219,Maxwell's Silver Hammer,The Beatles,RockBandBeatlesDLC,No,No,,
220,Oh! Darling,The Beatles,RockBandBeatlesDLC,No,No,,
221,Because,The Beatles,RockBandBeatlesDLC,No,No,,
222,You Never Give Me Your Money,The Beatles,RockBandBeatlesDLC,No,No,,
223,Sun King - Mean Mr. Mustard,The Beatles,RockBandBeatlesDLC,No,No,,
224,Polythene Pam - She Came in Through the Bathroom Window,The Beatles,RockBandBeatlesDLC,No,No,,
225,Golden Slumbers - Carry That Weight - The End,The Beatles,RockBandBeatlesDLC,No,No,,
226,Her Majesty,The Beatles,RockBandBeatlesDLC,No,No,,
227,Abbey Road Medley,The Beatles,RockBandBeatlesDLC,No,No,,
228,All You Need Is Love,The Beatles,RockBandBeatlesDLC,No,No,,
229,Fixing a Hole,The Beatles,RockBandBeatlesDLC,No,No,,
230,She's Leaving Home,The Beatles,RockBandBeatlesDLC,No,No,,
231,Being for the Benefit of Mr. Kite!,The Beatles,RockBandBeatlesDLC,No,No,,
232,Within You Without You,The Beatles,RockBandBeatlesDLC,No,No,,
233,When I'm Sixty-Four,The Beatles,RockBandBeatlesDLC,No,No,,
234,Lovely Rita,The Beatles,RockBandBeatlesDLC,No,No,,
235,Sgt. Pepper's Lonely Hearts Club Band (Reprise),The Beatles,RockBandBeatlesDLC,No,No,,
236,A Day in the Life,The Beatles,RockBandBeatlesDLC,No,No,,
237,Norwegian Wood (This Bird Has Flown),The Beatles,RockBandBeatlesDLC,No,No,,
238,You Won't See Me,The Beatles,RockBandBeatlesDLC,No,No,,
239,Nowhere Man,The Beatles,RockBandBeatlesDLC,No,No,,
240,Think for Yourself,The Beatles,RockBandBeatlesDLC,No,No,,
241,The Word,The Beatles,RockBandBeatlesDLC,No,No,,
242,Michelle,The Beatles,RockBandBeatlesDLC,No,No,,
243,What Goes On,The Beatles,RockBandBeatlesDLC,No,No,,
244,Girl,The Beatles,RockBandBeatlesDLC,No,No,,
245,In My Life,The Beatles,RockBandBeatlesDLC,No,No,,
246,Wait,The Beatles,RockBandBeatlesDLC,No,No,,
247,Run for Your Life,The Beatles,RockBandBeatlesDLC,No,No,,
248,Aliens Exist,Blink-182,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blink-182 - Aliens Exist,Blink-182 - Aliens Exist
249,Song 2,Blur,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blur - Song 2,Blur - Song 2
250,You Give Love a Bad Name,Bon Jovi,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bon Jovi - You Give Love a Bad Name,Bon Jovi - You Give Love a Bad Name
251,Thunder,Boys Like Girls,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Boys Like Girls - Thunder,Boys Like Girls - Thunder
252,Summer of '69,Bryan Adams,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bryan Adams - Summer of '69,Bryan Adams - Summer of '69
253,Kung Fu Fighting,Carl Douglas,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Carl Douglas - Kung Fu Fighting,Carl Douglas - Kung Fu Fighting
254,Accidentally in Love,Counting Crows,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Counting Crows - Accidentally in Love,Counting Crows - Accidentally in Love
255,Let's Dance,David Bowie,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/David Bowie - Let's Dance,David Bowie - Let's Dance
256,Crocodile Rock,Elton John,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Elton John - Crocodile Rock,Elton John - Crocodile Rock
257,The Final Countdown,Europe,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Europe - The Final Countdown,Europe - The Final Countdown
258,Real Wild Child,Everlife,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Everlife - Real Wild Child,Everlife - Real Wild Child
259,Breakout,Foo Fighters,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Foo Fighters - Breakout,Foo Fighters - Breakout
260,Girls & Boys,Good Charlotte,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Good Charlotte - Girls & Boys,Good Charlotte - Girls & Boys
261,The Passenger,Iggy Pop,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Iggy Pop - The Passenger,Iggy Pop - The Passenger
262,Dig,Incubus,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Incubus - Dig,Incubus - Dig
263,I Want You Back,Jackson 5,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Jackson 5 - I Want You Back,Jackson 5 - I Want You Back
264,Ruby,Kaiser Chiefs,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Kaiser Chiefs - Ruby,Kaiser Chiefs - Ruby
265,Walking on Sunshine,Katrina & the Waves,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Katrina & the Waves - Walking on Sunshine,Katrina & the Waves - Walking on Sunshine
266,Word Up!,KoRn,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/KoRn - Word Up!,KoRn - Word Up!
267,Suddenly I See,KT Tunstall,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/KT Tunstall - Suddenly I See,KT Tunstall - Suddenly I See
268,Rooftops (A Liberation Broadcast),Lostprophets,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Lostprophets - Rooftops (A Liberation Broadcast),Lostprophets - Rooftops (A Liberation Broadcast)
269,So What,P!nk,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/P!nk - So What,P!nk - So What
270,We Are the Champions,Queen,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Queen - We Are the Champions,Queen - We Are the Champions
271,We Will Rock You,Queen,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Queen - We Will Rock You,Queen - We Will Rock You
272,Life Is a Highway,Rascal Flatts,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Rascal Flatts - Life Is a Highway,Rascal Flatts - Life Is a Highway
273,Ghostbusters,Ray Parker Jr.,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Ray Parker Jr. - Ghostbusters,Ray Parker Jr. - Ghostbusters
274,Stumble and Fall,Razorlight,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Razorlight - Stumble and Fall,Razorlight - Stumble and Fall
275,Two Princes,Spin Doctors,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Spin Doctors - Two Princes,Spin Doctors - Two Princes
276,Short and Sweet,Spinal Tap,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Spinal Tap - Short and Sweet,Spinal Tap - Short and Sweet
277,Make Me Smile (Come Up and See Me),Steve Harley & Cockney Rebel,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Steve Harley & Cockney Rebel - Make Me Smile (Come Up and See Me),Steve Harley & Cockney Rebel - Make Me Smile (Come Up and See Me)
278,In Too Deep,Sum 41,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Sum 41 - In Too Deep,Sum 41 - In Too Deep
279,Grace,Supergrass,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Supergrass - Grace,Supergrass - Grace
280,Ride a White Swan,T. Rex,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/T. Rex - Ride a White Swan,T. Rex - Ride a White Swan
281,"Swing, Swing",The All-American Rejects,RockBandLego,Yes,Yes,"/media/gary/exData/xbox/RockBand/ToSort/The All-American Rejects - Swing, Swing","The All-American Rejects - Swing, Swing"
282,Monster,The Automatic,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/The Automatic - Monster,The Automatic - Monster
283,Dreaming of You,The Coral,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/The Coral - Dreaming of You,The Coral - Dreaming of You
284,Tick Tick Boom,The Hives,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/The Hives - Tick Tick Boom,The Hives - Tick Tick Boom
285,Fire,The Jimi Hendrix Experience,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/The Jimi Hendrix Experience - Fire,The Jimi Hendrix Experience - Fire
286,Naïve,The Kooks,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/The Kooks - Naïve,The Kooks - Naïve
287,Every Little Thing She Does Is Magic,The Police,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/The Police - Every Little Thing She Does Is Magic,The Police - Every Little Thing She Does Is Magic
288,Crash,The Primitives,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/The Primitives - Crash,The Primitives - Crash
289,Valerie,The Zutons,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/The Zutons - Valerie,The Zutons - Valerie
290,Free Fallin',Tom Petty,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Tom Petty - Free Fallin',Tom Petty - Free Fallin'
291,A-Punk,Vampire Weekend,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Vampire Weekend - A-Punk,Vampire Weekend - A-Punk
292,Check Yes Juliet,We the Kings,RockBandLego,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/We the Kings - Check Yes Juliet,We the Kings - Check Yes Juliet
293,21st Century Breakdown,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - 21st Century Breakdown,Green Day - 21st Century Breakdown
294,American Eulogy,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - American Eulogy,Green Day - American Eulogy
295,American Idiot,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - American Idiot,Green Day - American Idiot
296,Are We the Waiting-St. Jimmy,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Are We the Waiting-St. Jimmy,Green Day - Are We the Waiting-St. Jimmy
297,Basket Case,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Basket Case,Green Day - Basket Case
298,Before the Lobotomy,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Before the Lobotomy,Green Day - Before the Lobotomy
299,Boulevard of Broken Dreams,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Boulevard of Broken Dreams,Green Day - Boulevard of Broken Dreams
300,Brain Stew-Jaded,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Brain Stew-Jaded,Green Day - Brain Stew-Jaded
301,Burnout,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Burnout,Green Day - Burnout
302,Chump,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Chump,Green Day - Chump
303,Coming Clean,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Coming Clean,Green Day - Coming Clean
304,Emenius Sleepus,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Emenius Sleepus,Green Day - Emenius Sleepus
305,Extraordinary Girl,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Extraordinary Girl,Green Day - Extraordinary Girl
306,F.O.D.,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - F.O.D.,Green Day - F.O.D.
307,Geek Stink Breath,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Geek Stink Breath,Green Day - Geek Stink Breath
308,Give Me Novacaine-She's A Rebel,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Give Me Novacaine-She's A Rebel,Green Day - Give Me Novacaine-She's A Rebel
309,Good Riddance (Time of Your Life),Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Good Riddance (Time of Your Life),Green Day - Good Riddance (Time of Your Life)
310,Having a Blast,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Having a Blast,Green Day - Having a Blast
311,Hitchin' a Ride,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Hitchin' a Ride,Green Day - Hitchin' a Ride
312,Holiday,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Holiday,Green Day - Holiday
313,Homecoming,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Homecoming,Green Day - Homecoming
314,Horseshoes and Handgrenades,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Horseshoes and Handgrenades,Green Day - Horseshoes and Handgrenades
315,In the End,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - In the End,Green Day - In the End
316,Jesus of Suburbia,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Jesus of Suburbia,Green Day - Jesus of Suburbia
317,Last Night on Earth,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Last Night on Earth,Green Day - Last Night on Earth
318,Letterbomb,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Letterbomb,Green Day - Letterbomb
319,Longview,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Longview,Green Day - Longview
320,Minority,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Minority,Green Day - Minority
321,Murder City,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Murder City,Green Day - Murder City
322,Nice Guys Finish Last,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Nice Guys Finish Last,Green Day - Nice Guys Finish Last
323,Peacemaker,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Peacemaker,Green Day - Peacemaker
324,Pulling Teeth,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Pulling Teeth,Green Day - Pulling Teeth
325,Restless Heart Syndrome,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Restless Heart Syndrome,Green Day - Restless Heart Syndrome
326,Sassafras Roots,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Sassafras Roots,Green Day - Sassafras Roots
327,See the Light,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - See the Light,Green Day - See the Light
328,She,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - She,Green Day - She
329,Song of the Century,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Song of the Century,Green Day - Song of the Century
330,The Static Age,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - The Static Age,Green Day - The Static Age
331,¿Viva La Gloria? (Little Girl),Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - ¿Viva La Gloria? (Little Girl),Green Day - ¿Viva La Gloria? (Little Girl)
332,Wake Me Up When September Ends,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Wake Me Up When September Ends,Green Day - Wake Me Up When September Ends
333,Warning,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Warning,Green Day - Warning
334,Welcome to Paradise,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Welcome to Paradise,Green Day - Welcome to Paradise
335,Whatsername,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - Whatsername,Green Day - Whatsername
336,When I Come Around,Green Day,RockBandGreenDay,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Green Day - When I Come Around,Green Day - When I Come Around
337,Back in Black (Live),ACDC,RockBandACDCLive,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/ACDC - Back in Black (Live),ACDC - Back in Black (Live)
338,Dirty Deeds Done Dirt Cheap (Live),ACDC,RockBandACDCLive,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/ACDC - Dirty Deeds Done Dirt Cheap (Live),ACDC - Dirty Deeds Done Dirt Cheap (Live)
339,Fire Your Guns (Live),ACDC,RockBandACDCLive,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/ACDC - Fire Your Guns (Live),ACDC - Fire Your Guns (Live)
